Period,Provider_Code,Count_Join_Key,Sum_TotalCost,POD,HRG_Episode,TFC,EpType_Code,DATASET
FY2020-21,RXH,9,34235.41802,NEL,DX01A,430,1,PL_APC
FY2020-21,RXK,*,462.5302861,NES,HT33C,110,1,PL_APC
FY2020-21,RXP,26,59316.91506,NEL,DX11A,300,1,PL_APC
FY2020-21,RGP,*,21805.56975,NEL,HN12A,110,2,PL_APC
FY2020-21,RRJ,*,21536.25477,NEL,HC53A,110,2,PL_APC
FY2020-21,RXR,*,284.3475296,NEL,VA10C,301,1,PL_APC
FY2020-21,RR8,*,12531.99551,NEL,SA09H,430,1,PL_APC
FY2020-21,RTG,*,8614.603386,NEL,DX11A,370,1,PL_APC
FY2020-21,RCX,*,1630.552356,NEL,GC17A,300,2,PL_APC
FY2020-21,R0A,*,843.7842058,NES,WH07G,100,1,PL_APC
FY2020-21,RA7,*,2072.39902,NEL,HD23D,430,1,PL_APC
FY2020-21,RJ2,*,394.0387657,DC,FE21Z,100,2,PL_APC
FY2020-21,RTP,*,1333.74858,NEL,DZ16J,300,2,PL_APC
FY2020-21,REM,*,2043.378486,NEL,LA04R,430,2,PL_APC
FY2020-21,RWD,*,6387.362819,NEL,DX11A,301,1,PL_APC
FY2020-21,RD1,*,3824.676772,NEL,LA07M,430,1,PL_APC
FY2020-21,RYR,*,2995.08935,NES,FF37D,100,2,PL_APC
FY2020-21,R0A,*,3571.547278,NES,LA04Q,430,1,PL_APC
FY2020-21,R1H,*,30341.29654,EL,UZ01Z,301,2,PL_APC
FY2020-21,REM,*,2250.993742,NEL,FD11K,301,2,PL_APC
FY2020-21,RAP,*,5904.178186,NEL,HD23E,301,2,PL_APC
FY2020-21,RXH,*,861.6177468,NES,SA12K,300,2,PL_APC
FY2020-21,RP5,*,20291.08744,NEL,PB04C,420,1,PL_APC
FY2020-21,RFR,*,40.70015618,NES,GC17K,100,1,PL_APC
FY2020-21,R0B,*,1227.079672,EL,HN53C,110,2,PL_APC
FY2020-21,RQM,*,2054.021338,NEL,FD10L,100,2,PL_APC
FY2020-21,RJ7,*,10598.99718,NEL,HC62A,110,1,PL_APC
FY2020-21,RAX,*,310.9227643,NES,DZ24P,300,2,PL_APC
FY2020-21,RW6,*,5965.6801,NEL,HC20J,300,1,PL_APC
FY2020-21,R1K,*,8895.573873,NEL,FD10F,301,2,PL_APC
FY2020-21,RXN,*,25473.57377,NEL,DZ11R,430,2,PL_APC
FY2020-21,RCB,*,5465.198676,NEL,FD02F,301,1,PL_APC
FY2020-21,RXK,*,550.2398212,NEL,LA04Q,301,1,PL_APC
FY2020-21,RM1,*,9666.617567,NEL,HN24A,110,2,PL_APC
FY2020-21,R1H,*,8551.009446,DC,UZ01Z,260,2,PL_APC
FY2020-21,RJ2,*,17856.53194,NEL,FD10M,100,1,PL_APC
FY2020-21,RTG,*,5225.037478,NEL,HT12B,110,1,PL_APC
FY2020-21,RDE,*,14362.87018,NEL,AA35B,300,2,PL_APC
FY2020-21,RTE,*,312.9031234,NES,PW17F,110,1,PL_APC
FY2020-21,RGT,*,80501.21058,NEL,FF50A,100,1,PL_APC
FY2020-21,RVW,*,7610.265082,NEL,HT12B,110,1,PL_APC
FY2020-21,RGN,*,93.76419068,NEL,KC05L,300,2,PL_APC
FY2020-21,RH5,*,4123.840704,NEL,WJ06B,100,2,PL_APC
FY2020-21,RP5,*,4873.492491,NEL,FD01G,430,1,PL_APC
FY2020-21,RGN,*,21126.89813,NEL,HN13C,430,1,PL_APC
FY2020-21,RXL,*,10852.2552,NEL,PX30B,420,1,PL_APC
FY2020-21,RFS,*,3832.707648,NEL,JD07E,300,1,PL_APC
FY2020-21,R1H,*,6895.735254,NEL,LA04S,300,2,PL_APC
FY2020-21,RC9,*,1118.096043,NEL,WJ07C,300,2,PL_APC
FY2020-21,RDE,*,5517.376901,NEL,HE71D,300,1,PL_APC
FY2020-21,RTG,*,1641.254827,NEL,DZ11R,100,2,PL_APC
FY2020-21,RMC,*,6126.159117,NEL,WD01Z,430,1,PL_APC
FY2020-21,RTG,*,1864.837104,NEL,HT54D,300,2,PL_APC
FY2020-21,RYR,*,2125.980656,NEL,SA09J,301,1,PL_APC
FY2020-21,RWP,*,2252.420601,NEL,FD10H,100,2,PL_APC
FY2020-21,RM1,*,680.0623708,NEL,FD05A,301,2,PL_APC
FY2020-21,RTR,*,1143.925637,EL,LB67D,101,1,PL_APC
FY2020-21,RXN,*,1462.921636,NEL,PD12B,420,2,PL_APC
FY2020-21,RAE,*,882.2065473,NEL,GB06E,100,1,PL_APC
FY2020-21,RX1,*,448.7973879,NEL,FD03H,301,1,PL_APC
FY2020-21,RXC,*,1093.591236,NEL,JD07E,300,1,PL_APC
FY2020-21,RNQ,*,15959.1511,NEL,DZ11R,300,1,PL_APC
FY2020-21,R1H,*,2399.109516,NEL,FD03G,301,1,PL_APC
FY2020-21,RRV,*,5411.537133,EL,PM43B,260,1,PL_APC
FY2020-21,RA7,*,2438.955019,NEL,DZ24P,300,1,PL_APC
FY2020-21,RBS,*,7780.625322,NEL,PW16C,420,1,PL_APC
FY2020-21,RXL,*,5631.275878,NEL,DZ19L,430,2,PL_APC
FY2020-21,REM,*,12909.80213,NEL,HT13B,110,1,PL_APC
FY2020-21,RMP,*,17801.19269,NEL,FF60A,100,2,PL_APC
FY2020-21,RXL,*,2230.472765,NEL,WH11A,430,1,PL_APC
FY2020-21,RDU,*,1105.310355,NEL,HT44A,300,1,PL_APC
FY2020-21,RDE,*,1217.55931,EL,PD13A,420,2,PL_APC
FY2020-21,RD1,*,445.7994095,NES,DZ37A,430,1,PL_APC
FY2020-21,RDU,*,19961.56436,NEL,HT12E,110,2,PL_APC
FY2020-21,RNQ,*,12589.88162,NEL,HT12A,110,1,PL_APC
FY2020-21,RXH,*,4233.308473,NEL,HE81B,110,1,PL_APC
FY2020-21,R0A,*,3610.512548,NES,PW16A,420,1,PL_APC
FY2020-21,RWJ,*,28924.39133,NEL,JD07A,430,1,PL_APC
FY2020-21,R0A,*,2569.969005,NES,DZ24P,430,2,PL_APC
FY2020-21,RVR,*,1558.890038,NES,PL69C,420,1,PL_APC
FY2020-21,RTX,*,1213.467028,NES,HD24D,110,1,PL_APC
FY2020-21,RCF,*,207.857494,NES,AA35E,300,1,PL_APC
FY2020-21,RJC,*,2362.586753,NEL,SA04G,100,2,PL_APC
FY2020-21,RC9,11,112873.2419,NEL,AA35A,430,2,PL_APC
FY2020-21,R0B,*,1687.585269,NEL,FD03G,430,2,PL_APC
FY2020-21,RVV,*,1795.470791,NES,DZ11R,300,1,PL_APC
FY2020-21,RRK,*,98825.24074,NEL,FD10A,100,1,PL_APC
FY2020-21,R0A,*,54378.90701,NEL,YF04A,100,1,PL_APC
FY2020-21,RDE,*,312.3152425,NEL,HT12B,110,1,PL_APC
FY2020-21,RQX,*,275.0302505,NEL,WH04E,300,2,PL_APC
FY2020-21,RRK,*,2601.245328,NES,AA26F,300,1,PL_APC
FY2020-21,RQM,*,1123.769387,NES,LB28G,300,2,PL_APC
FY2020-21,RX1,*,21657.85027,NEL,DZ11R,430,2,PL_APC
FY2020-21,RTR,*,8875.970146,EL,JA12L,300,2,PL_APC
FY2020-21,RHM,*,37544.23696,EL,PL38A,420,1,PL_APC
FY2020-21,RVJ,*,8588.646827,EL,LB62D,101,2,PL_APC
FY2020-21,RXC,*,935.5941583,NEL,GC17D,100,2,PL_APC
FY2020-21,RXF,*,1351.231187,NEL,YQ50C,430,1,PL_APC
FY2020-21,RDU,*,4661.19003,NEL,JD07G,300,2,PL_APC
FY2020-21,RL4,*,7262.117129,NEL,DX11A,370,1,PL_APC
FY2020-21,RM3,*,10347.79403,NEL,EB14A,430,2,PL_APC
FY2020-21,RGT,*,8372.209626,NEL,GC17D,430,1,PL_APC
FY2020-21,RTK,*,3193.023561,NEL,WJ06A,430,2,PL_APC
FY2020-21,RWP,*,303.6076134,NEL,FD01H,300,2,PL_APC
FY2020-21,RGT,*,4688.147339,NEL,VA10B,100,2,PL_APC
FY2020-21,RTE,*,9804.534125,NEL,DX11A,300,1,PL_APC
FY2020-21,R0B,*,2902.770857,NES,PJ35A,420,1,PL_APC
FY2020-21,RW6,*,397.4579464,NEL,MB05J,300,2,PL_APC
FY2020-21,RRK,*,1445.991593,NES,VA12A,110,1,PL_APC
FY2020-21,RHM,*,1586.656977,NEL,HT81B,110,1,PL_APC
FY2020-21,R1K,*,4730.591565,NEL,AA30D,430,2,PL_APC
FY2020-21,RJ2,*,6658.436624,DC,HN24C,110,2,PL_APC
FY2020-21,R0B,*,341.1551043,NEL,LA07K,100,2,PL_APC
FY2020-21,RJ2,*,741.9532997,NEL,FD05B,430,2,PL_APC
FY2020-21,R1H,*,9224.340318,NEL,FD03C,430,1,PL_APC
FY2020-21,RXL,*,4323.143788,NEL,GC12D,300,2,PL_APC
FY2020-21,RCX,*,17037.57045,NEL,AA29E,300,1,PL_APC
FY2020-21,RTP,*,7842.874713,NEL,DZ11P,430,2,PL_APC
FY2020-21,RVV,*,1117.317715,NEL,FD10K,100,2,PL_APC
FY2020-21,RQW,*,12724.43058,NEL,HD23E,430,2,PL_APC
FY2020-21,RTR,*,1393.155498,NEL,PB06F,420,1,PL_APC
FY2020-21,RRV,*,5535.229079,EL,LB47Z,101,1,PL_APC
FY2020-21,RYR,*,6316.623272,NEL,HT32A,110,2,PL_APC
FY2020-21,RAX,*,6516.007023,NEL,HT12E,110,2,PL_APC
FY2020-21,RTE,*,5430.983334,NEL,JD07H,300,2,PL_APC
FY2020-21,RWD,*,3429.836064,NEL,YQ50D,100,1,PL_APC
FY2020-21,RXC,*,14268.86771,NEL,UZ01Z,100,2,PL_APC
FY2020-21,RHQ,*,13088.4507,NEL,FD11J,100,1,PL_APC
FY2020-21,RQW,*,6892.014341,NEL,GB06E,300,2,PL_APC
FY2020-21,RHM,*,17726.74479,EL,UZ01Z,260,1,PL_APC
FY2020-21,RTG,*,59.3114723,NEL,DZ19L,300,2,PL_APC
FY2020-21,RC9,*,618.2826833,EL,LB25F,101,2,PL_APC
FY2020-21,RWY,*,2238.577433,NEL,WJ02C,300,1,PL_APC
FY2020-21,RK9,*,45.79366466,NEL,VA10B,300,2,PL_APC
FY2020-21,RTR,*,4445.669305,NES,AA25C,346,2,PL_APC
FY2020-21,RGN,*,12094.38287,NEL,LB38C,101,2,PL_APC
FY2020-21,RWY,*,580.8180033,NEL,FD10L,300,1,PL_APC
FY2020-21,RC9,*,970.7243634,NEL,WH09D,430,1,PL_APC
FY2020-21,RA7,*,2671.710694,EL,UZ01Z,301,2,PL_APC
FY2020-21,RQM,*,140.8229063,NES,GC01E,301,2,PL_APC
FY2020-21,RJL,*,546.5327241,NES,WH09D,430,1,PL_APC
FY2020-21,R0A,*,25730.64856,NEL,WJ06G,100,1,PL_APC
FY2020-21,RA2,*,10063.36172,NEL,WJ06G,301,2,PL_APC
FY2020-21,RFF,*,1984.464623,NEL,GB06H,100,1,PL_APC
FY2020-21,R1K,*,2666.647405,NEL,VA10D,430,2,PL_APC
FY2020-21,RXN,*,4462.812377,NEL,EB12A,301,2,PL_APC
FY2020-21,R1K,*,1531.705935,NEL,DZ65H,300,2,PL_APC
FY2020-21,RN5,*,12223.50745,NEL,WD01Z,430,1,PL_APC
FY2020-21,RVJ,*,1612.831807,NEL,LA07M,300,2,PL_APC
FY2020-21,RJL,*,1337.571474,NES,AA23E,301,1,PL_APC
FY2020-21,RJZ,*,30210.17059,NEL,WD01Z,430,1,PL_APC
FY2020-21,RTH,*,465.840892,NES,FF61A,100,2,PL_APC
FY2020-21,RXL,*,1557.516663,NEL,GA10N,100,1,PL_APC
FY2020-21,RAX,*,8175.73175,NES,VA12D,110,2,PL_APC
FY2020-21,RQM,*,249.5756944,NEL,PW17E,420,2,PL_APC
FY2020-21,RBZ,*,18503.64681,NEL,WJ06H,430,1,PL_APC
FY2020-21,REM,*,39623.71089,NEL,HE11C,110,1,PL_APC
FY2020-21,RRF,*,916.2166945,NEL,GC17G,301,1,PL_APC
FY2020-21,RCD,*,25507.84707,NEL,FD10A,100,1,PL_APC
FY2020-21,RW6,*,3553.945464,NEL,FD10H,301,2,PL_APC
FY2020-21,RR7,*,147.0423629,NEL,FD05B,100,2,PL_APC
FY2020-21,RQM,*,1905.639927,NES,AA35F,430,1,PL_APC
FY2020-21,RL4,*,581.4886688,NEL,HN81B,110,1,PL_APC
FY2020-21,RNN,*,22882.54138,NEL,YF04B,100,1,PL_APC
FY2020-21,RNS,*,421.8025217,NES,WJ07D,370,1,PL_APC
FY2020-21,RAL,*,1996.986041,NEL,KC05K,430,2,PL_APC
FY2020-21,R1H,*,5527.88576,NEL,LA07N,430,1,PL_APC
FY2020-21,RAP,*,1595.955841,NEL,KB03C,430,2,PL_APC
FY2020-21,RXL,*,5258.415984,NEL,EB14D,300,1,PL_APC
FY2020-21,RM1,*,1282.84581,NES,DX01A,430,1,PL_APC
FY2020-21,RDU,*,12325.03237,NEL,WD02Z,430,2,PL_APC
FY2020-21,RYJ,*,17861.67531,NEL,HE81A,110,1,PL_APC
FY2020-21,R0A,*,1516.381504,EL,SA12G,100,1,PL_APC
FY2020-21,RTR,*,929.6387748,NES,HE11F,430,2,PL_APC
FY2020-21,RYR,*,404.208833,NEL,EB03C,300,2,PL_APC
FY2020-21,R1H,*,18890.45486,EL,HN24A,110,2,PL_APC
FY2020-21,RTD,*,4960.570937,NEL,JB44B,430,1,PL_APC
FY2020-21,R1K,*,610.1056503,NES,KB02J,300,1,PL_APC
FY2020-21,RXL,*,5204.163202,EL,LB13E,101,2,PL_APC
FY2020-21,RTP,*,1501.770792,NEL,AA35B,430,2,PL_APC
FY2020-21,RH8,*,1046.603943,NEL,HN14B,110,1,PL_APC
FY2020-21,RTP,*,700.5373456,NES,FD03H,100,1,PL_APC
FY2020-21,RNN,44,12503.87327,NES,DX21A,300,2,PL_APC
FY2020-21,R0B,*,731.7210432,NES,FD10F,301,1,PL_APC
FY2020-21,RQW,*,884.6064414,NEL,LA04R,301,2,PL_APC
FY2020-21,RJZ,*,12835.34773,NEL,HT13B,430,1,PL_APC
FY2020-21,RVV,*,14213.36276,NES,CA63Z,300,1,PL_APC
FY2020-21,RK9,*,24585.11056,NEL,DX01A,430,1,PL_APC
FY2020-21,RTR,*,81.25446834,NELTR,AA23C,346,1,PL_APC
FY2020-21,RWY,*,1403.426034,NEL,FD03F,430,1,PL_APC
FY2020-21,RJE,*,3157.8475,NES,VA10D,110,2,PL_APC
FY2020-21,RVW,*,7273.508379,NEL,GA10H,100,2,PL_APC
FY2020-21,RTG,*,2318.58904,NEL,FD10M,370,2,PL_APC
FY2020-21,RVJ,*,3490.053624,EL,LB57C,101,2,PL_APC
FY2020-21,RTX,*,4196.665992,NEL,WH17C,300,1,PL_APC
FY2020-21,RWA,*,826.2163641,NEL,LA04Q,430,1,PL_APC
FY2020-21,RRK,*,696.5960265,NES,WH04E,300,1,PL_APC
FY2020-21,RVY,*,1260.331081,NEL,UZ01Z,110,2,PL_APC
FY2020-21,RAL,*,4862.42131,NEL,EB08A,430,2,PL_APC
FY2020-21,RKE,*,10695.29506,NEL,DZ11S,301,1,PL_APC
FY2020-21,RBT,*,177.971171,NES,PX50A,420,2,PL_APC
FY2020-21,RWP,*,556.6293172,NES,DX11A,430,1,PL_APC
FY2020-21,RBT,*,2870.144131,NEL,EB08C,300,2,PL_APC
FY2020-21,RA2,*,14870.47012,NEL,HN13A,430,1,PL_APC
FY2020-21,RDU,*,6810.564565,NEL,PM45B,420,2,PL_APC
FY2020-21,REM,*,4633.264748,NEL,SA05G,301,2,PL_APC
FY2020-21,RAP,*,3670.518352,NEL,EB02B,300,1,PL_APC
FY2020-21,RH5,*,998.5798089,EL,PW17G,420,2,PL_APC
FY2020-21,RK9,10,73514.40649,NEL,WD01Z,430,2,PL_APC
FY2020-21,RH5,*,909.2156579,NEL,FD10L,300,2,PL_APC
FY2020-21,RYJ,*,283.3313226,NEL,HC63A,110,2,PL_APC
FY2020-21,RWP,*,1551.714656,NEL,PX30C,420,2,PL_APC
FY2020-21,RAP,*,15446.75969,NEL,VA12C,110,2,PL_APC
FY2020-21,RTP,*,211.3873176,NEL,HT32C,110,2,PL_APC
FY2020-21,RCB,*,27137.92389,NEL,DX01A,301,1,PL_APC
FY2020-21,RHQ,*,18352.76955,NEL,HE11C,110,1,PL_APC
FY2020-21,RVV,*,8153.283804,NEL,WH07A,100,2,PL_APC
FY2020-21,RK9,*,215.6833806,NEL,GC17H,430,1,PL_APC
FY2020-21,RVW,*,2563.77823,EL,LB60F,101,2,PL_APC
FY2020-21,RBN,*,667.1072181,NEL,EB03A,300,2,PL_APC
FY2020-21,RXF,*,800.3644365,NES,DZ11T,430,1,PL_APC
FY2020-21,REM,*,1579.244073,NEL,FF51E,100,2,PL_APC
FY2020-21,RJ2,*,517.2440758,NES,AA26D,300,2,PL_APC
FY2020-21,RHW,*,1641.738927,NES,FD02H,300,1,PL_APC
FY2020-21,RBT,*,2721.174584,NEL,FE10C,100,1,PL_APC
FY2020-21,RTE,*,1870.825273,NEL,HD39G,110,1,PL_APC
FY2020-21,RBK,*,246.0612219,NEL,JD07F,300,1,PL_APC
FY2020-21,RTG,*,64.49578374,NEL,EB13C,300,2,PL_APC
FY2020-21,RR7,*,766.1785595,NES,AA35F,430,1,PL_APC
FY2020-21,RXL,*,13800.71152,NEL,WH09E,430,2,PL_APC
FY2020-21,RF4,*,1071.660593,NEL,FD10K,430,2,PL_APC
FY2020-21,RBT,*,366.0590429,NEL,FD10L,100,2,PL_APC
FY2020-21,RNA,*,2688.326087,NES,DX01A,301,1,PL_APC
FY2020-21,RXL,9,8772.087037,NES,DX01A,300,1,PL_APC
FY2020-21,RHQ,*,65947.81236,EL,JB40B,161,1,PL_APC
FY2020-21,RRK,*,567.5104352,NES,KC05K,430,1,PL_APC
FY2020-21,RM1,*,798.2818956,NES,WD02Z,300,2,PL_APC
FY2020-21,RXP,*,24744.34025,NEL,GC17K,300,1,PL_APC
FY2020-21,RJC,*,1418.732615,NEL,LA04P,430,2,PL_APC
FY2020-21,RWP,*,1424.922217,NEL,GC17H,300,2,PL_APC
FY2020-21,RHQ,*,703.0565568,NEL,LA07H,430,1,PL_APC
FY2020-21,RJZ,*,18866.40176,NEL,DZ11S,300,1,PL_APC
FY2020-21,RBN,*,5948.912547,NEL,FF51C,100,2,PL_APC
FY2020-21,RM1,*,12984.09415,NEL,FF20C,100,2,PL_APC
FY2020-21,RVV,*,1851.872611,NEL,HE21E,110,1,PL_APC
FY2020-21,RXW,*,598.7478785,NEL,DZ11P,430,1,PL_APC
FY2020-21,RVW,*,394.2297035,NEL,DZ17T,300,2,PL_APC
FY2020-21,RW6,*,4917.011516,NEL,EB08A,300,1,PL_APC
FY2020-21,RVW,*,211.9229388,NES,LB38F,100,2,PL_APC
FY2020-21,R0A,*,28553.41491,NEL,CB02D,300,1,PL_APC
FY2020-21,RTX,*,20876.02405,NEL,PD14C,420,2,PL_APC
FY2020-21,RCX,*,1869.780242,EL,LA08P,300,2,PL_APC
FY2020-21,RH5,*,1765.01827,NEL,KB02H,300,2,PL_APC
FY2020-21,REM,*,895.8886995,NEL,HN13E,110,2,PL_APC
FY2020-21,RTP,*,1010.068631,NEL,LB09D,100,2,PL_APC
FY2020-21,RJ2,*,6677.418948,NEL,HT43C,110,2,PL_APC
FY2020-21,RXC,*,2137.100598,NEL,WD08Z,301,1,PL_APC
FY2020-21,RPA,*,2069.360473,NEL,FD11H,370,1,PL_APC
FY2020-21,RXL,*,1817.402973,NES,WH09E,300,1,PL_APC
FY2020-21,RNN,*,1108.017438,NES,PB05A,420,1,PL_APC
FY2020-21,RF4,*,459.4375079,NEL,WJ06D,430,2,PL_APC
FY2020-21,R1K,*,80690.68026,EL,FF70A,301,1,PL_APC
FY2020-21,R0A,*,3754.116919,NES,WH06Z,430,2,PL_APC
FY2020-21,R0A,*,7727.049214,NEL,PF25A,420,1,PL_APC
FY2020-21,R0A,*,10251.01019,NES,UZ01Z,300,2,PL_APC
FY2020-21,RH8,*,345.0213593,NES,HT64D,420,1,PL_APC
FY2020-21,R0A,*,808.8121648,NES,HE11G,430,1,PL_APC
FY2020-21,RM1,*,79606.38096,NEL,UZ01Z,420,2,PL_APC
FY2020-21,R0B,*,16928.41865,NEL,SA04G,430,2,PL_APC
FY2020-21,RW6,*,2375.465914,NEL,PD12B,420,1,PL_APC
FY2020-21,RXL,*,416.6697411,NEL,FD10K,301,2,PL_APC
FY2020-21,RJE,*,1215.167553,NES,DZ09L,430,2,PL_APC
FY2020-21,RXK,*,1932.742295,NEL,GB06G,301,2,PL_APC
FY2020-21,RCX,*,1553.915443,NEL,AA25F,300,1,PL_APC
FY2020-21,RA4,*,6389.031577,NES,FF20A,100,1,PL_APC
FY2020-21,R0A,*,1286.603431,EL,FD04D,301,1,PL_APC
FY2020-21,RJE,*,414.3402319,NES,DZ17V,300,1,PL_APC
FY2020-21,RQM,*,913.337333,NEL,WH09F,430,2,PL_APC
FY2020-21,RPA,*,474.323906,NES,LB53B,101,1,PL_APC
FY2020-21,R1H,*,12164.82557,NEL,HE82A,110,2,PL_APC
FY2020-21,RJL,*,3668.211976,NES,PW16E,420,1,PL_APC
FY2020-21,RVJ,*,1823.100917,NEL,VA10C,300,2,PL_APC
FY2020-21,RTK,*,1058.086847,NES,DZ11T,300,1,PL_APC
FY2020-21,RJ2,*,6433.071276,NEL,FE10B,430,2,PL_APC
FY2020-21,RM1,*,687.085427,NES,AA26F,430,2,PL_APC
FY2020-21,RTK,*,910.0452921,NEL,WH03B,300,2,PL_APC
FY2020-21,RR7,*,2067.924401,NES,VA12C,110,1,PL_APC
FY2020-21,RTX,*,191.3685738,NEL,FD11K,300,2,PL_APC
FY2020-21,RM3,*,652.1792534,NES,DZ65K,430,1,PL_APC
FY2020-21,RW6,*,860.9006152,NEL,HE83A,300,2,PL_APC
FY2020-21,RWP,*,5788.546261,NEL,HE82D,110,2,PL_APC
FY2020-21,RRK,*,892.9592166,NES,DZ24N,300,1,PL_APC
FY2020-21,RR7,*,2111.461771,NEL,WH09G,430,1,PL_APC
FY2020-21,RA7,*,25309.49309,NEL,VA12D,110,2,PL_APC
FY2020-21,RM1,*,4236.952007,NEL,FD10K,100,2,PL_APC
FY2020-21,RTE,*,753.508644,NEL,JD07G,110,2,PL_APC
FY2020-21,RJ2,*,1792.634022,NEL,WD07Z,430,1,PL_APC
FY2020-21,RR8,*,12862.29425,NEL,LA07M,430,1,PL_APC
FY2020-21,RWP,*,6194.493149,NEL,SA06G,430,2,PL_APC
FY2020-21,RDU,*,10808.85643,NEL,WJ06J,300,2,PL_APC
FY2020-21,RXC,*,5086.694539,NEL,DZ11R,301,2,PL_APC
FY2020-21,RTP,*,4035.269781,NEL,HN12B,430,1,PL_APC
FY2020-21,RRK,*,966.9630051,NES,FD03G,430,1,PL_APC
FY2020-21,RJZ,*,2115.975156,NES,DX01A,300,1,PL_APC
FY2020-21,RXC,*,13473.02279,NEL,AA26F,430,2,PL_APC
FY2020-21,R1K,*,1859.971873,NEL,FD10K,300,2,PL_APC
FY2020-21,RC9,*,34947.28938,NEL,JD07A,430,1,PL_APC
FY2020-21,RHW,*,222.7465276,NES,WH09G,430,1,PL_APC
FY2020-21,RQW,*,16520.18365,NEL,HT12B,300,1,PL_APC
FY2020-21,RRF,*,6123.809726,NEL,JD07F,110,1,PL_APC
FY2020-21,RTG,*,1171.882183,NEL,DZ25J,300,2,PL_APC
FY2020-21,RA9,*,101.7381166,NES,WH04E,300,1,PL_APC
FY2020-21,RRK,*,119.1773474,NES,EB07B,300,1,PL_APC
FY2020-21,RTG,*,7098.652313,NEL,SA04H,430,2,PL_APC
FY2020-21,RBN,*,6681.568815,NEL,WH09D,300,2,PL_APC
FY2020-21,RJE,*,4925.700458,NES,JD07D,110,2,PL_APC
FY2020-21,RVR,*,1822.067033,NES,LA04Q,430,1,PL_APC
FY2020-21,REM,*,1584.356651,NES,GC17J,100,1,PL_APC
FY2020-21,RW6,*,604.8378992,NEL,DZ10H,300,2,PL_APC
FY2020-21,RYR,*,18171.98951,NEL,FF21C,301,2,PL_APC
FY2020-21,RXC,*,29766.97678,EL,FF30A,100,2,PL_APC
FY2020-21,RVR,*,421.275563,NES,DZ24P,300,1,PL_APC
FY2020-21,RXR,*,14965.05802,NEL,FD10L,100,1,PL_APC
FY2020-21,RJ7,*,9318.531675,NEL,HT13B,110,1,PL_APC
FY2020-21,RJZ,11,90426.51824,NEL,WD02Z,430,1,PL_APC
FY2020-21,RDU,*,6595.029469,NEL,PD14C,420,1,PL_APC
FY2020-21,RWF,*,1609.25567,NEL,DZ11N,430,1,PL_APC
FY2020-21,RXW,*,18764.80104,NEL,DZ11R,300,1,PL_APC
FY2020-21,RAP,*,6425.94944,NEL,GC17D,301,1,PL_APC
FY2020-21,R1H,*,25939.48053,NEL,LA04P,430,1,PL_APC
FY2020-21,RX1,*,358.666309,NES,DZ09M,300,2,PL_APC
FY2020-21,RH8,*,3971.638925,NEL,WH13B,300,1,PL_APC
FY2020-21,RGN,*,3076.888912,NEL,FD01H,430,2,PL_APC
FY2020-21,R1K,*,1768.319683,NEL,VA10C,430,1,PL_APC
FY2020-21,RJL,*,970.2957614,NES,SA05G,301,1,PL_APC
FY2020-21,RC9,*,3103.78031,NEL,HN34A,110,1,PL_APC
FY2020-21,RWP,*,197.7074723,NEL,DZ24P,300,2,PL_APC
FY2020-21,R0A,*,7764.788149,NES,PF21B,420,2,PL_APC
FY2020-21,RBT,*,498.0557605,NEL,WH14C,110,2,PL_APC
FY2020-21,RFS,*,4572.469759,EL,FD10C,301,2,PL_APC
FY2020-21,R0A,*,24751.48725,NEL,GC12D,300,2,PL_APC
FY2020-21,RWJ,*,1593.616586,NEL,GB06E,100,1,PL_APC
FY2020-21,RC9,*,2392.786416,NEL,DZ65G,430,1,PL_APC
FY2020-21,RJC,*,1040.665313,NEL,BZ24E,430,2,PL_APC
FY2020-21,RXN,*,4951.353087,NEL,GB06H,100,1,PL_APC
FY2020-21,RYR,*,1032.520173,NEL,LA07N,300,2,PL_APC
FY2020-21,RWW,*,5735.085824,NEL,HD26D,300,1,PL_APC
FY2020-21,RAE,*,1721.841591,NEL,HT34A,110,1,PL_APC
FY2020-21,RJ7,*,650.1774784,NES,FE22Z,100,1,PL_APC
FY2020-21,RVW,*,935.5983705,NEL,DZ09L,300,2,PL_APC
FY2020-21,RYR,*,4040.733802,NEL,FD10L,430,2,PL_APC
FY2020-21,RQW,*,3629.13422,NEL,LA07N,430,2,PL_APC
FY2020-21,R1H,*,2907.225429,NEL,GC01C,301,1,PL_APC
FY2020-21,RQX,*,13732.08481,NEL,DX01A,430,1,PL_APC
FY2020-21,RQM,*,994.914714,EL,YD04Z,100,2,PL_APC
FY2020-21,RTG,*,4511.712582,EL,FF32C,100,2,PL_APC
FY2020-21,RWA,*,3659.28855,NEL,DZ11U,300,1,PL_APC
FY2020-21,RDU,*,834.2015704,NEL,HC27M,430,2,PL_APC
FY2020-21,RTE,*,14711.79813,EL,HN81E,110,2,PL_APC
FY2020-21,RDU,*,2383.419498,NEL,YQ26B,100,2,PL_APC
FY2020-21,RBS,*,992.1163342,EL,PM43C,260,1,PL_APC
FY2020-21,RVR,*,17912.45805,NEL,GC17H,100,1,PL_APC
FY2020-21,RTF,*,3444.075994,NEL,FD11K,100,1,PL_APC
FY2020-21,RC9,*,2552.534104,NEL,HE51G,430,1,PL_APC
FY2020-21,RR7,*,261.1164626,NES,KA07B,430,1,PL_APC
FY2020-21,RPA,*,371.8949286,NEL,HD24E,110,2,PL_APC
FY2020-21,RM1,*,4034.704603,NEL,FD11H,430,2,PL_APC
