Period,Provider_Code,Count_Join_Key,Sum_TotalCost,POD,HRG_Episode,TFC,EpType_Code,DATASET
FY2020-21,RYJ,*,2738.049746,NEL,WJ06A,301,2,PL_APC
FY2020-21,RTP,*,2203.01981,NEL,EY02A,320,2,PL_APC
FY2020-21,RQM,*,10413.6291,NEL,DX11A,110,1,PL_APC
FY2020-21,RTP,*,118.2463285,NES,JD07B,303,1,PL_APC
FY2020-21,RVR,*,11153.5143,NEL,NZ41A,501,1,PL_APC
FY2020-21,RTG,*,51015.37429,NEL,PR01A,420,1,PL_APC
FY2020-21,RR7,*,10863.90686,NEL,HT13B,110,1,PL_APC
FY2020-21,RHQ,*,580.0220818,NEL,YQ50D,107,1,PL_APC
FY2020-21,RP5,*,8756.943714,NEL,EB03C,430,1,PL_APC
FY2020-21,RRK,*,4137.905275,EL,AA52B,150,1,PL_APC
FY2020-21,RAL,*,1906.864099,NEL,FD10E,104,2,PL_APC
FY2020-21,R1H,*,4530.956502,NEL,AA25C,150,2,PL_APC
FY2020-21,RYJ,*,4194.057436,NEL,FF60A,107,2,PL_APC
FY2020-21,RWA,*,2425.257211,EL,YQ50E,150,1,PL_APC
FY2020-21,RXL,*,1668.654527,NEL,AA35C,328,2,PL_APC
FY2020-21,RTD,*,3166.665904,NEL,PV31A,110,1,PL_APC
FY2020-21,RK9,*,8540.013787,NEL,NZ32A,501,2,PL_APC
FY2020-21,RXL,*,611.9283654,NEL,NZ19B,501,2,PL_APC
FY2020-21,RGN,*,28007.3041,NEL,EB14B,320,2,PL_APC
FY2020-21,RXR,*,5699.62447,NEL,HD25D,307,1,PL_APC
FY2020-21,RJ2,*,7295.329644,NEL,NZ50A,501,1,PL_APC
FY2020-21,RJL,*,4722.831399,NES,VA10D,300,1,PL_APC
FY2020-21,RCX,*,353.3489273,NES,NZ31B,501,2,PL_APC
FY2020-21,RX1,*,9843.553157,NEL,DZ14F,350,1,PL_APC
FY2020-21,RBQ,*,6210.459219,EL,ED26A,172,1,PL_APC
FY2020-21,RTG,*,3855.541959,NEL,AA26E,328,1,PL_APC
FY2020-21,RHQ,*,915.6292673,NEL,JD07H,307,1,PL_APC
FY2020-21,RTK,*,10130.00886,NES,NZ51C,501,1,PL_APC
FY2020-21,RJE,*,53832.2454,NEL,FD10F,301,1,PL_APC
FY2020-21,RA2,*,3254.842722,NEL,NZ30B,501,2,PL_APC
FY2020-21,RDU,*,9773.078238,NEL,LB16G,320,2,PL_APC
FY2020-21,RYR,*,9200.754498,NEL,HT12B,110,1,PL_APC
FY2020-21,R0A,*,7221.025868,NEL,VA12D,110,1,PL_APC
FY2020-21,RBK,*,10516.6687,NEL,GB05G,100,1,PL_APC
FY2020-21,RTH,*,15554.56909,EL,HC53A,108,2,PL_APC
FY2020-21,RJZ,*,2910.292669,EL,WJ06E,303,1,PL_APC
FY2020-21,RDE,*,1274.691665,NEL,AA71A,800,2,PL_APC
FY2020-21,RC9,*,334.1299495,NES,EY43C,320,2,PL_APC
FY2020-21,RTG,*,1490.779048,NEL,WD01Z,301,2,PL_APC
FY2020-21,RX1,*,2212.09878,EL,SA24J,303,1,PL_APC
FY2020-21,RXH,*,3677.204656,NEL,LA04R,108,2,PL_APC
FY2020-21,R0A,*,57387.52942,NEL,DZ02L,258,1,PL_APC
FY2020-21,RP4,*,9061.340065,NEL,UZ01Z,242,2,PL_APC
FY2020-21,RJ1,*,6680.138,NEL,CA63Z,192,1,PL_APC
FY2020-21,RH8,*,4566.683279,NEL,LA04R,300,1,PL_APC
FY2020-21,RN3,*,29344.61373,NEL,NZ50B,501,1,PL_APC
FY2020-21,RHQ,*,687.3413,NES,FD11J,302,1,PL_APC
FY2020-21,RHW,*,18887.51172,NEL,WJ06A,303,1,PL_APC
FY2020-21,RDU,*,475.3809614,NEL,JD07G,330,2,PL_APC
FY2020-21,RNN,*,168.1786598,NES,UZ01Z,328,2,PL_APC
FY2020-21,RQM,*,7733.905061,NEL,HN44D,422,1,PL_APC
FY2020-21,R0A,*,2977.134108,NEL,DZ65J,343,2,PL_APC
FY2020-21,RXN,*,2059.190465,NEL,HD40D,370,1,PL_APC
FY2020-21,RA7,*,1580.818865,NEL,NZ19A,501,1,PL_APC
FY2020-21,RTG,*,5272.100108,NEL,PB05B,422,2,PL_APC
FY2020-21,RF4,*,9161.669526,NEL,NZ42A,501,1,PL_APC
FY2020-21,RR8,*,2281.221121,NEL,WJ06J,300,1,PL_APC
FY2020-21,RJE,*,801.6428413,NEL,EB06C,320,1,PL_APC
FY2020-21,RAN,*,6833.848883,NELTR,HD40F,108,1,PL_APC
FY2020-21,RTH,*,6500.306262,NEL,DZ11Q,300,1,PL_APC
FY2020-21,RX1,*,5205.634874,NEL,FD11A,800,1,PL_APC
FY2020-21,RXH,*,6772.047148,NEL,LA07P,361,2,PL_APC
FY2020-21,RM3,*,6952.070743,NEL,AA26C,150,1,PL_APC
FY2020-21,RX1,*,1694.32681,EL,PD65A,171,1,PL_APC
FY2020-21,RYR,*,899.2610054,NES,NZ50C,501,1,PL_APC
FY2020-21,RBN,*,5334.848222,NEL,WJ06H,328,1,PL_APC
FY2020-21,RJL,*,1849.440109,NEL,DZ11S,300,1,PL_APC
FY2020-21,RXP,*,6582.742162,NEL,DZ10M,340,1,PL_APC
FY2020-21,RXN,*,3104.830228,NEL,WH09D,361,2,PL_APC
FY2020-21,RXN,*,4132.355895,NEL,YQ30Z,107,2,PL_APC
FY2020-21,RCB,*,705.9118233,NEL,EB03C,320,1,PL_APC
FY2020-21,RJ1,*,8080.1969,NEL,LA08G,361,1,PL_APC
FY2020-21,RBQ,*,8804.169741,NEL,FF70A,320,1,PL_APC
FY2020-21,RN5,*,6457.80038,NEL,HT13C,110,1,PL_APC
FY2020-21,RL4,*,3969.368521,NEL,JD07E,361,1,PL_APC
FY2020-21,RWP,*,305.7341753,NEL,DZ22N,361,2,PL_APC
FY2020-21,RGN,*,1038.17937,NES,JD07D,110,1,PL_APC
FY2020-21,RJ1,*,4992.3781,NES,UZ01Z,107,2,PL_APC
FY2020-21,RA7,*,1944.290618,EL,ED17Z,172,1,PL_APC
FY2020-21,RDE,*,1713.153363,NES,NZ42C,501,1,PL_APC
FY2020-21,RW6,*,2953.673017,NEL,EC15A,320,2,PL_APC
FY2020-21,RXF,*,933.4383262,NES,NZ19A,501,1,PL_APC
FY2020-21,RA2,*,1009.341478,NES,EB13D,430,1,PL_APC
FY2020-21,RD1,*,43250.00205,NEL,CB01A,120,1,PL_APC
FY2020-21,RJ2,*,28187.35446,NEL,NZ51A,501,1,PL_APC
FY2020-21,R0A,*,2280.765446,NEL,NZ41A,501,2,PL_APC
FY2020-21,RWP,*,5672.2135,NEL,SA31D,303,2,PL_APC
FY2020-21,RYJ,*,19613.5494,NEL,YA03A,150,2,PL_APC
FY2020-21,RDE,*,910.6078442,NEL,FD02G,301,2,PL_APC
FY2020-21,RQM,*,811.6563158,NEL,HE51B,180,2,PL_APC
FY2020-21,RJ1,*,20564.6171,NEL,FD10K,104,1,PL_APC
FY2020-21,RBV,*,443.9381,EL,CB01F,800,1,PL_APC
FY2020-21,RYJ,*,47968.95769,NEL,ED20A,172,2,PL_APC
FY2020-21,RTF,*,1081.979254,EL,FF51C,104,1,PL_APC
FY2020-21,RHM,*,2412.189654,NEL,VA10A,150,1,PL_APC
FY2020-21,R0A,*,26193.08943,NEL,FF31D,100,2,PL_APC
FY2020-21,RWP,*,2473.171283,NEL,WH07G,101,2,PL_APC
FY2020-21,RNZ,*,495.999687,NEL,NZ32A,501,2,PL_APC
FY2020-21,RTR,*,7106.013575,EL,YQ31A,107,2,PL_APC
FY2020-21,RVW,*,1948.95453,NEL,GB06E,300,2,PL_APC
FY2020-21,RDE,*,512.7073036,NEL,WD04Z,301,2,PL_APC
FY2020-21,RW6,*,3853.840725,NEL,PJ66B,420,1,PL_APC
FY2020-21,RM3,*,1311.712066,DC,WH07A,150,2,PL_APC
FY2020-21,R0A,*,13661.12129,NEL,LA08L,361,1,PL_APC
FY2020-21,RYR,*,1012.974254,NEL,EB03B,301,2,PL_APC
FY2020-21,RN3,*,2324.682995,NEL,DZ11S,340,1,PL_APC
FY2020-21,RXN,*,2459.335315,NEL,EB07A,307,2,PL_APC
FY2020-21,R0A,*,42126.90086,EL,HN80A,110,2,PL_APC
FY2020-21,RAL,*,1651.535103,NEL,FF37D,107,2,PL_APC
FY2020-21,RC9,*,1056.234859,NEL,PB04B,422,2,PL_APC
FY2020-21,RM1,*,11047.51811,EL,YQ11A,107,1,PL_APC
FY2020-21,R0A,*,5404.529445,NEL,PF26C,171,2,PL_APC
FY2020-21,RRK,*,7035.889225,NEL,AA55A,150,1,PL_APC
FY2020-21,RCX,*,1546.699274,NEL,HC31L,300,1,PL_APC
FY2020-21,RTR,*,2945.700801,EL,YQ50A,107,2,PL_APC
FY2020-21,RYJ,*,30409.40416,NEL,LB71Z,104,2,PL_APC
FY2020-21,RXC,*,19431.44876,NEL,UZ01Z,328,2,PL_APC
FY2020-21,REM,*,35928.02253,EL,FF70B,104,2,PL_APC
FY2020-21,RAP,*,30181.69355,NEL,NZ51C,501,1,PL_APC
FY2020-21,RA2,*,1308.967441,NEL,KB02G,430,1,PL_APC
FY2020-21,RFS,*,913.2199981,NEL,WJ06H,104,2,PL_APC
FY2020-21,RWA,*,1205.594641,NEL,AA25C,430,1,PL_APC
FY2020-21,RR8,*,991.4050973,NEL,WD01Z,300,1,PL_APC
FY2020-21,RXN,*,28210.89371,NES,YA01Z,150,1,PL_APC
FY2020-21,RXH,*,6512.63293,NEL,NZ50C,501,1,PL_APC
FY2020-21,RR7,*,633.3764219,NES,KC05J,300,1,PL_APC
FY2020-21,RF4,*,588.4669182,NEL,AA35D,107,2,PL_APC
FY2020-21,RHW,*,622.6357985,NES,PB06C,422,1,PL_APC
FY2020-21,RWP,*,7172.020217,NEL,SA31A,303,2,PL_APC
FY2020-21,RAL,*,5118.987577,NEL,DX01A,180,1,PL_APC
FY2020-21,RAP,*,3035.517354,NEL,EB07E,320,2,PL_APC
FY2020-21,RVV,*,966.1001472,NES,DZ17U,430,1,PL_APC
FY2020-21,RGP,*,1876.873324,EL,SA25J,303,2,PL_APC
FY2020-21,RWA,*,8285.863373,NEL,YQ50A,107,1,PL_APC
FY2020-21,RTR,*,4127.120797,NEL,HD25D,307,2,PL_APC
FY2020-21,RF4,*,819.6409625,NEL,WH14C,430,2,PL_APC
FY2020-21,RDU,*,3350.87046,NES,AA35F,328,1,PL_APC
FY2020-21,RK9,*,12278.86623,NEL,SA24G,303,2,PL_APC
FY2020-21,RVV,*,1510.521808,NEL,FD10M,302,2,PL_APC
FY2020-21,RA2,*,628.3291967,NES,YH30A,430,1,PL_APC
FY2020-21,RM1,*,1697.62105,NEL,PB04D,422,1,PL_APC
FY2020-21,RFF,*,2474.722277,NEL,PC63D,120,1,PL_APC
FY2020-21,R1H,*,980.7349645,NEL,EY40B,320,2,PL_APC
FY2020-21,R1H,*,4015.352474,NEL,HD25D,430,2,PL_APC
FY2020-21,RQM,12,34810.57625,NEL,DX01A,340,1,PL_APC
FY2020-21,RXN,*,18573.07173,NEL,AA51A,150,2,PL_APC
FY2020-21,RTR,*,4061.063905,NES,NZ50B,501,2,PL_APC
FY2020-21,R0B,*,1809.292395,NEL,HE11G,430,2,PL_APC
FY2020-21,R0B,*,21903.4193,NEL,YQ20A,107,2,PL_APC
FY2020-21,RXL,*,429.8938263,NEL,SA08G,101,2,PL_APC
FY2020-21,RQM,*,10049.20021,NES,FE13Z,192,2,PL_APC
FY2020-21,RHM,*,5579.518002,NEL,YA02B,150,1,PL_APC
FY2020-21,RWY,*,467.2599198,NEL,WD01Z,328,1,PL_APC
FY2020-21,RTE,*,9441.389422,NEL,EB03A,320,2,PL_APC
FY2020-21,RAL,*,605.7293189,NEL,NZ17B,501,2,PL_APC
FY2020-21,RNN,*,1868.012055,NEL,AA35A,300,1,PL_APC
FY2020-21,RJZ,*,473.1677123,NEL,NZ32A,501,1,PL_APC
FY2020-21,RR8,*,64055.69301,NEL,HC21D,150,1,PL_APC
FY2020-21,RYJ,*,3153.531285,NES,FF05Z,192,1,PL_APC
FY2020-21,RYJ,*,12480.58571,NEL,WJ06G,430,1,PL_APC
FY2020-21,RXN,*,2026.757459,NEL,DZ24N,430,1,PL_APC
FY2020-21,RJ1,*,1527.18,NEL,PX57C,171,1,PL_APC
FY2020-21,RAN,*,75418.72733,EL,HN14A,110,1,PL_APC
FY2020-21,RJ1,*,48332.7566,EL,UZ01Z,108,2,PL_APC
FY2020-21,RXF,*,4173.592511,NEL,DZ16P,340,1,PL_APC
FY2020-21,RNS,*,791.5349474,NEL,NZ19B,502,1,PL_APC
FY2020-21,RM3,*,846.8445345,EL,FF30C,104,1,PL_APC
FY2020-21,RWA,*,2388.165888,NEL,HD40E,800,1,PL_APC
FY2020-21,RTR,*,19491.71041,NEL,EB03B,320,2,PL_APC
FY2020-21,RGN,*,3667.269232,NEL,NZ19B,501,2,PL_APC
FY2020-21,RXK,*,5006.252772,NES,NZ31C,501,1,PL_APC
FY2020-21,RA2,*,2208.765313,NEL,GC17H,104,2,PL_APC
FY2020-21,RWA,*,8297.485799,NEL,YQ22A,107,1,PL_APC
FY2020-21,RAP,*,2472.882812,NEL,WH09E,328,2,PL_APC
FY2020-21,REM,*,1838.292128,EL,DZ14J,300,1,PL_APC
FY2020-21,RMP,*,116.3557172,NES,FD10L,100,2,PL_APC
FY2020-21,RCU,*,1493.436518,EL,FF51J,171,1,PL_APC
FY2020-21,R0B,*,1680.183366,NES,NZ31A,501,1,PL_APC
FY2020-21,RAE,32,143480.8793,NEL,UZ01Z,324,2,PL_APC
FY2020-21,RYR,*,4660.267831,NEL,FD10L,300,2,PL_APC
FY2020-21,RJ2,*,3443.062091,NEL,FD05B,100,1,PL_APC
FY2020-21,RNA,*,3132.799786,EL,YQ22B,107,1,PL_APC
FY2020-21,RW6,*,1258.849588,NEL,PX57B,422,2,PL_APC
FY2020-21,RRV,*,80849.35652,EL,WH01A,303,1,PL_APC
FY2020-21,RDE,*,766.7292858,NEL,VA10C,300,1,PL_APC
FY2020-21,RM1,*,472.3812109,NEL,FF37B,100,2,PL_APC
FY2020-21,REM,*,3997.946617,NEL,EB03B,320,2,PL_APC
FY2020-21,RH8,*,36219.90108,NEL,SA34Z,303,1,PL_APC
FY2020-21,RK5,*,387.3461555,NEL,WH09F,307,1,PL_APC
FY2020-21,RTG,*,26189.63376,NEL,MA02A,502,2,PL_APC
FY2020-21,RX1,*,32198.9525,NEL,AA22C,150,1,PL_APC
FY2020-21,RVJ,*,553.8573319,NES,MA36Z,502,2,PL_APC
FY2020-21,RQX,*,341.6246429,NES,ED31A,192,1,PL_APC
FY2020-21,RWD,*,2112.260095,NES,HD21E,800,1,PL_APC
FY2020-21,RVV,*,864.4784736,NEL,HC28M,314,2,PL_APC
FY2020-21,RC9,*,331.7549024,NES,FD01H,100,2,PL_APC
FY2020-21,RJC,*,718.0306342,NEL,GC17E,104,1,PL_APC
FY2020-21,RDU,*,2144.716541,NEL,DZ11S,110,1,PL_APC
FY2020-21,RQW,*,14713.07697,NEL,JD07A,107,2,PL_APC
FY2020-21,RWA,*,3246.09314,NEL,PX57A,361,1,PL_APC
FY2020-21,RXL,*,4822.068687,NEL,WJ03E,340,1,PL_APC
FY2020-21,RTH,*,12778.16671,NES,NZ50B,501,2,PL_APC
FY2020-21,RGM,*,2501.842558,EL,AA43A,340,2,PL_APC
FY2020-21,RJ7,*,22170.27251,NELTR,LB19F,104,1,PL_APC
FY2020-21,R0B,*,24725.67934,EL,YR67A,107,2,PL_APC
FY2020-21,RJZ,*,338.7229396,EL,EY21A,320,1,PL_APC
FY2020-21,RNA,*,432.4745447,EL,WJ06J,361,1,PL_APC
FY2020-21,RX1,*,3214.476625,NEL,FD03G,430,2,PL_APC
FY2020-21,RW6,*,13637.88326,NEL,SA31A,340,2,PL_APC
FY2020-21,RGN,*,8165.758251,NEL,WJ06G,303,1,PL_APC
FY2020-21,RX1,*,295.9303923,NEL,DZ19N,180,2,PL_APC
FY2020-21,RTR,*,4207.591771,NEL,KC05G,361,2,PL_APC
FY2020-21,RXN,*,2686.474983,NEL,UZ01Z,800,2,PL_APC
FY2020-21,RWP,*,546.6873625,NEL,WJ06H,192,2,PL_APC
FY2020-21,RTR,*,4089.235875,EL,ED22C,172,2,PL_APC
FY2020-21,R0B,*,2966.596753,NEL,KB03D,107,2,PL_APC
FY2020-21,RF4,*,43258.03711,NEL,AA52A,150,2,PL_APC
FY2020-21,RXQ,*,16552.77798,NEL,JD07H,302,1,PL_APC
FY2020-21,RTD,*,3341.496856,NEL,AA35D,328,1,PL_APC
FY2020-21,RR8,31,632614.6735,NEL,UZ01Z,150,2,PL_APC
FY2020-21,RH5,*,5497.467595,EL,YQ22B,107,2,PL_APC
FY2020-21,RK5,*,401.4559369,NEL,AA30D,328,1,PL_APC
FY2020-21,REM,*,3878.714796,NEL,YR15A,107,1,PL_APC
FY2020-21,RLQ,*,2909.329891,NEL,AA35D,328,1,PL_APC
FY2020-21,RBN,*,9435.940172,NEL,AA35A,328,2,PL_APC
FY2020-21,RRV,*,15115.78893,NEL,AA35A,150,1,PL_APC
FY2020-21,RP5,*,3544.425195,NEL,YQ09A,107,1,PL_APC
FY2020-21,RTE,*,275.7772387,NEL,WJ02A,361,2,PL_APC
FY2020-21,RVV,*,37.74544746,NES,PR01C,180,1,PL_APC
FY2020-21,RXL,*,12593.76891,NEL,NZ31C,501,2,PL_APC
FY2020-21,RTR,*,1346.984529,NEL,EB03B,307,2,PL_APC
FY2020-21,RPA,*,1271.373187,NEL,YQ26A,107,1,PL_APC
FY2020-21,RTH,*,16693.05081,NEL,YR67A,107,2,PL_APC
FY2020-21,RXN,*,5391.564203,EL,AA55A,150,1,PL_APC
FY2020-21,RM3,*,1820.298889,NES,UZ01Z,328,2,PL_APC
FY2020-21,RXH,*,2184.077572,NEL,FD10J,104,1,PL_APC
FY2020-21,RWY,*,1200.465778,NEL,LA07M,320,1,PL_APC
FY2020-21,RM1,*,7782.271947,NEL,YQ26A,107,2,PL_APC
FY2020-21,R0B,*,1797.953889,NEL,LA07M,307,2,PL_APC
FY2020-21,RX1,*,3227.930955,NEL,EB14B,107,2,PL_APC
FY2020-21,RWF,*,6286.43097,NEL,NZ31A,501,1,PL_APC
FY2020-21,RM1,*,14130.7625,NEL,DX01A,340,1,PL_APC
FY2020-21,RM1,*,4212.51722,NEL,DZ17T,430,2,PL_APC
FY2020-21,R0B,*,1735.004499,NEL,DZ11M,307,2,PL_APC
FY2020-21,RWA,*,2079.884883,NEL,FD10A,104,1,PL_APC
FY2020-21,RC9,*,1220.090846,NELTR,WJ06E,430,2,PL_APC
FY2020-21,RXN,*,120349.5725,NEL,UZ01Z,150,2,PL_APC
FY2020-21,RTG,*,1012.946013,NES,DZ11V,307,1,PL_APC
FY2020-21,RGT,*,49174.79399,NEL,AA23C,303,1,PL_APC
FY2020-21,R1H,*,20146.48792,NEL,AA52A,150,2,PL_APC
FY2020-21,RH8,*,172.3598984,NES,DX01A,430,1,PL_APC
FY2020-21,RK9,*,12625.86323,NEL,LA09L,361,1,PL_APC
FY2020-21,RK9,*,6212.297331,NEL,PW17F,104,2,PL_APC
FY2020-21,RPA,*,255.3751838,NES,HE11G,107,1,PL_APC
FY2020-21,RWP,*,312.9251693,NES,HT12D,110,1,PL_APC
FY2020-21,RQW,*,5456.213577,NEL,FF31C,100,2,PL_APC
FY2020-21,RAL,*,953.8955114,NES,UZ01Z,328,2,PL_APC
FY2020-21,RX1,*,3786.974565,NEL,NZ44A,501,2,PL_APC
FY2020-21,RDE,*,1122.654261,NEL,FF30C,104,2,PL_APC
FY2020-21,RGT,*,16418.74588,EL,SA24H,303,2,PL_APC
FY2020-21,RHM,*,832.5794299,NEL,WD08Z,301,1,PL_APC
FY2020-21,RX1,*,11812.77461,NEL,FF37F,171,2,PL_APC
FY2020-21,RDU,*,3499.739752,NEL,YQ10A,107,2,PL_APC
FY2020-21,RDU,*,1113.41114,NES,NZ50B,501,1,PL_APC
FY2020-21,RDU,*,1891.124818,NES,DX01A,361,1,PL_APC
FY2020-21,R1H,*,445.5533141,NEL,PL38B,171,1,PL_APC
FY2020-21,RX1,*,4599.630844,NEL,FF31B,104,1,PL_APC
FY2020-21,RYJ,*,2814.708212,EL,SA31D,303,1,PL_APC
FY2020-21,RD8,*,1984.485073,NEL,AA35B,300,1,PL_APC
FY2020-21,RDU,*,813.9401521,NEL,WH09D,430,2,PL_APC
FY2020-21,RGT,*,2131.646292,NEL,LA07J,361,1,PL_APC
FY2020-21,RAL,*,4790.844661,NES,NZ30C,501,1,PL_APC
FY2020-21,RYJ,*,19411.05098,NEL,VA13D,303,2,PL_APC
FY2020-21,RXL,*,1140.301515,NEL,ED26C,172,2,PL_APC
FY2020-21,RVW,*,26406.02756,NEL,FD10F,100,1,PL_APC
FY2020-21,RAX,*,8828.673457,EL,FF31B,104,2,PL_APC
FY2020-21,RL4,*,5311.387344,NEL,WJ06J,303,1,PL_APC
FY2020-21,RBL,*,1413.030773,NEL,EB03C,320,1,PL_APC
FY2020-21,R1K,*,23507.41611,NEL,HT12D,110,1,PL_APC
FY2020-21,R1H,*,4918.013199,NEL,AA22C,300,1,PL_APC
FY2020-21,RNA,*,12905.01726,NEL,FD10B,100,1,PL_APC
FY2020-21,RCX,*,18488.38912,NEL,WD01Z,300,1,PL_APC
FY2020-21,RM3,*,2549.318557,NEL,FD10L,192,1,PL_APC
FY2020-21,RFR,*,18.71188497,NES,NZ40C,501,1,PL_APC
FY2020-21,RR7,*,664.3400794,NES,AA35C,328,1,PL_APC
FY2020-21,RQW,*,1341.66693,NEL,GC17F,100,2,PL_APC
FY2020-21,RXC,*,5234.05941,NEL,EB03A,430,1,PL_APC
FY2020-21,RYJ,*,199.9958979,NEL,LA07L,328,2,PL_APC
FY2020-21,RWA,*,10852.14575,NEL,FF22B,303,1,PL_APC
FY2020-21,RTD,*,282.8610449,NES,AA35B,300,1,PL_APC
FY2020-21,RK9,*,20995.94426,NEL,FF31D,104,2,PL_APC
FY2020-21,RXL,*,47.89855807,NEL,HE81A,314,2,PL_APC
FY2020-21,RN5,*,5510.662481,NEL,KB02H,180,1,PL_APC
FY2020-21,R0A,*,38111.43582,NEL,FF37E,171,1,PL_APC
FY2020-21,RM1,*,2410.356795,NEL,WD01Z,361,2,PL_APC
FY2020-21,RNZ,*,2297.326951,NEL,LA04N,301,1,PL_APC
FY2020-21,RP4,*,36405.24136,NEL,PF25A,258,1,PL_APC
FY2020-21,RXH,*,10823.26781,NEL,YQ10C,107,1,PL_APC
FY2020-21,RPA,*,100.84822,NEL,DZ11R,300,2,PL_APC
FY2020-21,RBT,*,6278.402223,NEL,MB05E,100,1,PL_APC
FY2020-21,RGT,*,428.8773267,NEL,KB02G,307,1,PL_APC
FY2020-21,REM,*,1893.722323,EL,DX21A,361,1,PL_APC
FY2020-21,RTP,*,972.518662,NEL,EY41C,320,2,PL_APC
FY2020-21,RGT,*,4939.556828,NEL,NZ41B,501,2,PL_APC
FY2020-21,RF4,12,63262.76911,NEL,AA35B,328,1,PL_APC
FY2020-21,RC9,*,1773.5032,NEL,WJ03D,300,2,PL_APC
FY2020-21,RXH,*,61188.65619,NEL,DX11A,192,2,PL_APC
FY2020-21,RJ2,*,6517.51076,NEL,WH09E,430,2,PL_APC
FY2020-21,RTE,*,4645.520421,NES,NZ32C,501,1,PL_APC
FY2020-21,RTR,*,10603.2521,NELTR,AA23E,150,2,PL_APC
FY2020-21,RW6,*,10860.32843,NEL,AA35C,328,1,PL_APC
FY2020-21,RYJ,*,26947.80929,NEL,VA15D,242,1,PL_APC
FY2020-21,RVJ,*,1904.059619,NEL,NZ32C,501,1,PL_APC
FY2020-21,REM,*,10572.94436,NEL,EY43A,320,2,PL_APC
FY2020-21,RP4,*,1032.343449,NES,YR42D,242,2,PL_APC
FY2020-21,RHW,*,87.89428859,NES,JD07J,110,2,PL_APC
FY2020-21,RVV,*,192.3612909,NES,LB20E,430,1,PL_APC
FY2020-21,RXN,*,2709.769013,EL,AA53C,150,1,PL_APC
FY2020-21,RTG,*,1178.420783,NES,HD25D,302,1,PL_APC
FY2020-21,R0A,*,5876.979464,NEL,JB44B,340,2,PL_APC
FY2020-21,RA2,*,758.1518106,NEL,DZ22N,370,1,PL_APC
FY2020-21,RGR,*,3893.356249,EL,FF33A,104,1,PL_APC
FY2020-21,RXL,*,7825.710361,NEL,LA07H,341,2,PL_APC
FY2020-21,RVJ,*,12327.45409,NEL,DX01A,350,2,PL_APC
FY2020-21,RXH,*,2274.978678,NEL,HC27L,108,2,PL_APC
FY2020-21,RXC,*,2193.220941,NEL,NZ31B,501,1,PL_APC
FY2020-21,RK9,*,446.4943713,NEL,EB10C,320,2,PL_APC
FY2020-21,RXN,*,1749.190929,NEL,DZ09N,307,1,PL_APC
FY2020-21,RWD,*,3138.452824,NEL,DX11A,192,1,PL_APC
FY2020-21,RXC,*,519.1514315,NES,AA25G,328,1,PL_APC
FY2020-21,RQM,*,22812.99819,NEL,PB05A,422,1,PL_APC
FY2020-21,RL4,*,10001.64351,NEL,EB08A,320,1,PL_APC
FY2020-21,RBK,*,6369.780402,NEL,HC20K,110,1,PL_APC
FY2020-21,RXN,*,44945.03482,NEL,AA53A,150,2,PL_APC
FY2020-21,RBV,*,9226.3517,NEL,DZ11S,800,1,PL_APC
FY2020-21,RW6,*,8567.971147,NEL,YQ22A,107,1,PL_APC
FY2020-21,RKE,*,1962.543538,NEL,PB06M,420,1,PL_APC
FY2020-21,R0A,*,628.0335405,NES,LB20E,307,1,PL_APC
FY2020-21,RAL,*,12689.03455,NEL,EY40A,320,2,PL_APC
FY2020-21,RM3,*,260.2865094,NES,PX50B,180,2,PL_APC
FY2020-21,RBN,*,1156.396701,NEL,EB03A,320,1,PL_APC
FY2020-21,RTP,*,3782.052185,NEL,FD05A,502,2,PL_APC
FY2020-21,RR8,*,9144.694797,NES,UZ01Z,107,2,PL_APC
FY2020-21,RTR,*,9068.0814,NEL,YQ26A,107,2,PL_APC
FY2020-21,RYJ,*,10666.46847,NEL,PD11A,420,2,PL_APC
FY2020-21,RXN,*,19395.8339,NEL,DX01A,107,1,PL_APC
FY2020-21,RXR,*,5010.670067,NEL,HD40E,307,1,PL_APC
FY2020-21,RXH,*,10927.71467,NEL,HE71B,100,2,PL_APC
FY2020-21,RC9,*,1900.734166,NEL,PB06E,422,1,PL_APC
FY2020-21,RQW,*,3036.335282,NEL,WD01Z,300,2,PL_APC
FY2020-21,R1H,*,5763.16191,NEL,WJ06H,328,1,PL_APC
FY2020-21,RTR,*,4584.38817,NEL,PX10B,120,2,PL_APC
FY2020-21,RF4,*,38965.1691,NEL,AA24D,150,2,PL_APC
FY2020-21,RJE,*,1239.336307,EL,FD10L,361,2,PL_APC
FY2020-21,RA2,*,1570.022024,NEL,FD10E,301,1,PL_APC
FY2020-21,RTX,*,14454.79625,NEL,CB02B,120,2,PL_APC
FY2020-21,RXF,*,3430.793422,NEL,NZ30A,501,2,PL_APC
FY2020-21,RGM,*,7392.68088,NEL,DZ13A,343,2,PL_APC
FY2020-21,RVV,*,2820.05124,NEL,NZ40B,501,2,PL_APC
FY2020-21,RTH,*,19904.60886,EL,HC61B,108,2,PL_APC
FY2020-21,RBV,*,6653.0712,EL,FF34A,104,1,PL_APC
FY2020-21,RH8,*,3277.960282,EL,FD11G,100,1,PL_APC
FY2020-21,RTH,*,14987.43291,EL,AA60A,150,2,PL_APC
FY2020-21,RR8,*,18428.18369,NEL,AA25D,344,1,PL_APC
FY2020-21,RFS,*,530.766833,NES,AA24D,328,1,PL_APC
